date_time_(UTC)	channel	duration	https://archive.org/details/	text
2018-02-20 00:21:00	MSNBCW	50	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1260	STUDENTS DEMAND ACTION ON GUNS AFTER FL MASSACRE\nMARJORY STONEMAN DOUGLAS. CHRIS GRADY HIGH SCHOOI SFNIOP\nTRUMP: THEY ARE DOING NUMBERS TO YOUR. SFCONI') AMFNDMFNT THAT Am: NOT GOOD
2018-02-20 00:23:00	BBCNEWS	9	BBCNEWS_20180220_000000_Newsday/start/1380	NEWSDAV /
2018-02-20 00:23:00	CNNW	62	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1380	IN TWEETSTORM, TRUMP BLAMES EVERYONE BUT RUSSIA
2018-02-20 00:23:00	MSNBCW	31	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1380	STUDENTS DEMAND ACTION ON GUNS AFTER FL MASSACRE\nSTUDENTS PLANNING NATL. GUN REFORM MARCHES NEXT MONTH\nMARJORY STONEMAN DOUGLAS. CHRIS GRADY HIGH SCHOOI SFNIOP
2018-02-20 00:24:00	CNNW	21	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1440	IN TWEETSTORM, TRUMP BLAMES EVERYONE BUT RUSSIA\nSPECIAL COUNSEL ROBERT MUELLER ASKING ABOUT JARED. KUSHNER'S BUSINESS DISCUSSIONS DURING TRANSITION\nIN TWEETSTORM TRUMP BLAMES...
2018-02-20 00:24:00	MSNBCW	31	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1440	FLORIDA STUDENT: \"WE ARE GOING TO CHANGE THE LAW\"\nMARJORY STONEMAN DOUGLAS. CHRIS GRADY HIGH SCHOOI SFNIOP
2018-02-20 00:25:00	FOXNEWSW	23	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/1500	ERVICES FOR FL VICTIMS UNDERWAY THIS WEEK I
2018-02-20 00:26:00	MSNBCW	17	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1560	MONTEL WILLIAMS: INACTION ON GUN VIOLENCE \"INEXCUSABLE\"\nMONTEL WILLIAMS | FORMER TALK SHOW HOST\nMONTEL WILLIAMS: DOING NOTHING TO PREVENT. FlITlIDF SCHOOI SHOOTINGS A \"anAI FAII IIDF\"\nMONTEL...
2018-02-20 00:27:00	FOXNEWSW	24	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/1620	NFL STAR: WE NEED TO STEP BACK AND SAY. I'WHAT ARE WE TEACHING OUR CHILDREN\". . W\nii\" BENJAMIN WATSON | BALTIMORE RAVENS TIGHT END. . IFL STAR CALLS FOR \"ASSESSMENT OF OUR CULTURE\". IN wua: nl: nFVAcTATIMr: |:| nnlnA...
2018-02-20 00:28:00	MSNBCW	37	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1680	TRUMP BLAMES FBI FOR FLORIDA SCHOOL SHOOTING\nMONTEL WILLIAMS | FMR. NAVAL INTELLIGENCEOFFICER
2018-02-20 00:29:00	CNNW	8	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1740	REPORT: SHOOTER CUT HIMSELF, PLANNED TO. BUY A GUN AFTER 2O16 BREAKUP WITH GIRLFRIEND
2018-02-20 00:29:00	FOXNEWSW	26	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/1740	BEN WATSON: WHEN YOU TAKE FAITH OUT OF. THE EQUATION, PEOPLE SUFFER. . W\nFEW RESEARCH CENTER. . -' 3O14 RELIGIOUS LANDSCAPE STUDY\" .. . _ W\nrb BENJAMIN WATSON | BALTIMORE RAVENS TIGHT END. . BEN WATSON: WHEN...
2018-02-20 00:30:00	CNNW	28	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1800	SHOOTER'S PAST INCLUDES BUYING GUNS, CULTING, MENTAL ILLNESS\nREPORT: SHOOTER CUT HIMSELF, PLANNED TO. BUY A GUN AFTER 2O16 BREAKUP WITH GIRLFRIEND\nSTAND UP: WEDNESDAY. . THE STUDENTS OF STONEMAN....
2018-02-20 00:31:00	FOXNEWSW	42	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/1860	BEN WATSON: WHEN YOU TAKE FAITH OUT OF. THE EQUATION, PEOPLE SUFFER. . W\nit\" BENJAMIN WATSON | BALTIMORE RAVENS TIGHT END. . BEN WATSON: WHEN YOU TAKE FAITH OUT OF. THF Fm IATInN mom I: CIIFFFD T;
2018-02-20 00:32:00	CNNW	40	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1920	CNN: SCHOOL SHOOTER OBTAINED 1O RIFLES IN PAST YEAR\nCNN: SCHOOL SHOOTER OBTAINED 1O RIFLES IN PAST YEAR. . Emma Gonzalez Student, Marjory Stoneman Douglas High School
2018-02-20 00:32:00	FOXNEWSW	23	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/1920	BEN WATSON: WHEN YOU TAKE FAITH OUT OF. THE EQUATION, PEOPLE SUFFER. . W\nEXAMINING UNDERLYING CULTURAL ISSUES. THAT MAY HAVE LED TO FLORIDA MASSACRE. . W\n> DR CAROL SWAIN | POLITICAL SCIENTIST. . EXAMINING...
2018-02-20 00:33:00	CNNW	28	CNNW_20180220_000000_Erin_Burnett_OutFront/start/1980	SHOOTER'S PAST INCLUDES BUYING GUNS, CULTING, MENTAL ILLNESS\nCNN: SCHOOL SHOOTER OBTAINED 1O RIFLES IN PAST YEAR\nCNN: SCHOOL SHOOTER OBTAINED 1O RIFLES IN PAST YEAR. . Martin Savidge OW...
2018-02-20 00:33:00	MSNBCW	11	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/1980	OCTOBER: RICK GATES INDICTED ON MONEY LAUNDERING CHARGES\nCONSERVATIVES URGE TRUMP: GRANT PARDONS IN RUSSIA PROBE
2018-02-20 00:34:00	FOXNEWSW	40	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2040	F STEVE HILTON l HOST OF \"THE NEXT REVOLUTION\". . EXAMINING UNDERLYING CULTURAL ISSUES. THAT MAY HAVF an Tn |:| nplnA museum\": 7.:\nEXAMINING UNDERLYING CULTURAL ISSUES. THAT MAY HAVE LED TO FLORIDA MASSACRE. . W
2018-02-20 00:35:00	CNNW	55	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2100	SHOOTER'S PAST INCLUDES BUYING GUNS CUTTING MENTAL ILLNESS. . James Gagliano Retired FBI Supervisory Special Agent\nSHOOTER'S PAST INCLUDES BUYING GUNS, CULTING, MENTAL ILLNESS
2018-02-20 00:35:00	MSNBCW	20	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2100	INDICTMENT: RUSSIANS STOLE AMERICAN. IDFNTITIFS. DOSFI') AS ml ITICAI ACTIVISTS\nINDICTMENT: RUSSIAN GOAL TO SPREAD \"DEROGATORY\" CLINTON INFO\nEX-TRUMP CAMPAIGN AIDE GATES REPORTEDLY REACHES PLEA DEAL\nLA. TIMES:...
2018-02-20 00:36:00	CNNW	28	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2160	SHOOTER'S PAST INCLUDES BUYING GUNS, CULTING, MENTAL ILLNESS\nSHOOTER'S PAST INCLUDES BUYING GUNS CUTTING, MENTAL ILLNESS. . James Gagliano Retired FBI Supervisory Special Agent\nSHOOTER'S PAST...
2018-02-20 00:36:00	FOXNEWSW	32	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2160	IARCHING FOR ANSWERS IN WAKE OF FL SHOOTING T;\nIARCHING FOR ANSWERS |N WAKE OF FL SHOOTING
2018-02-20 00:36:00	MSNBCW	34	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2160	LA. TIMES: EX-TRUMP CAMPAIGN AIDE GATES. Tn DI FAD Gllll TV, TFSTIFV AGAINST MANAFODT\nCONSERVATIVES URGE TRUMP TO GRANT PARDONS IN RUSSIA PROBE
2018-02-20 00:38:00	BBCNEWS	7	BBCNEWS_20180220_003000_HARDtalk/start/480	PETER BOEHRINGER MP. Alternative for Germany Party
2018-02-20 00:38:00	FOXNEWSW	6	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2280	m onm: ennn umm
2018-02-20 00:40:00	CNNW	8	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2400	. . 1-8OO-PHUGREHIVE P\ufb02UG\ufb02EHIl/E. CUM
2018-02-20 00:40:00	MSNBCW	11	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2400	ThnRa rnng Firm r'nm
2018-02-20 00:42:00	CNNW	28	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2520	WH: TRUMP OPEN TO IMPROVING BACKGROUND CHECKS
2018-02-20 00:42:00	FOXNEWSW	23	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2520	{UMP TWEET ADDS FUEL TO 'OPRAH 2O2O' STORY\ntUMP: OPRAH TV SEGMENT \"BIASED & SLANTED\". . r .
2018-02-20 00:42:00	MSNBCW	30	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2520	TRUMP UNLEASHECONTENTIOUS TWEETSTORM\nTRUMP UNLEASHES CONTENTIOUS TWEETSTORM\nJOHN BRABENDER X REPUBLICAN STRATEGIST
2018-02-20 00:43:00	FOXNEWSW	20	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2580	{UMP TWEET ADDS FUEL TO 'OPRAH 2O2O' STORY\n{UMP DIRECTLY CHALLENGES OPRAH TO 2O2O RUN T;\n{ESIDENT TRUMP CALLS OPRAH \"VERY INSECURE\
2018-02-20 00:43:00	MSNBCW	36	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2580	TRUMP UNLEASHES CONTENTIOUS TWEETSTORM\nTRUMP UNLEASI-FSCONTENTIOUS TWEETSTORM
2018-02-20 00:44:00	CNNW	34	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2640	WH: TRUMP OPEN TO IMPROVING BACKGROUND CHECKS. . Mayor Danny Jones (I) Charleston, West Virginia\nWH: TRUMP OPEN TO IMPROVING BACKGROUND CHECKS\nWH: TRUMP OPEN TO IMPROVING BACKGROUND CHECKS. . Mayor Danny Jones Charleston, West...
2018-02-20 00:46:00	CNNW	32	CNNW_20180220_000000_Erin_Burnett_OutFront/start/2760	SOURCE: TRUMP SPOKE TO SONS & GERALDO RIVERA ABOUT GUN CONTROL. . . . Mayor Danny Jones (I) Charleston, West Virginia\nSOURCE: TRUMP SPOKE TO SONS & GERALDO RIVERA ABOUT GUN CONTROL
2018-02-20 00:46:00	FOXNEWSW	37	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2760	REPORT: WHILE PUBLICLY SAYING SHE'S NOT RUNNING,. IVATELY OPRAH HAS NOT RULED OUT 2O2O PRESIDENTIAL RUN. . W\n{ESIDENT TRUMP CALLS OPRAH \"VERY INSECURE\". . r n\n{ESIDENT TRUMP CALLS OPRAH \"VERY INSECURE\"\n> KARL ROVE | FOX NEWS CONTRIBUTOR. ....
2018-02-20 00:46:00	MSNBCW	50	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2760	WH: TRUMP \"SUPPORTIVE OF EFFORTS TO. lMDDOVF\" FFDFDAI GUN BACKGROUND CHFCKS\nSTUDENTS DEMAND ACTION ON GUNS AFTER FL MASSACRE
2018-02-20 00:47:00	FOXNEWSW	8	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/2820	{ESIDENT TRUMP CALLS OPRAH \"VERY INSECURE\". . :- -
2018-02-20 00:47:00	MSNBCW	12	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/2820	WH: TRUMP \"SUPPORTIVE OF EFFORTS TO. IMDDOVF\" FFDFDAI GUN BACKGROUND CHFCKS
2018-02-20 00:51:00	CNNW	6	CNNW_20180220_000000_Erin_Burnett_OutFront/start/3060	PAID HJH HYT\ufb02M STEYEH
2018-02-20 00:51:00	FOXNEWSW	11	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/3060	LLERSON SIGNALS READINESS TO TALK TO NOKO I. . :-\nLLERSON: DIPLOMATIC EFFORTS WITH NORTH KOREA. WILL CONTINUE UNTIL THAT FIRST BOMB DROPS. . \"F'h thnnvIa-f'nvn can-n: nnm
2018-02-20 00:52:00	MSNBCW	21	MSNBCW_20180220_000000_Hardball_With_Chris_Matthews/start/3120	nl'AnK HIQTnnv'.v....\\..\u2019.. l
2018-02-20 00:53:00	CNNW	26	CNNW_20180220_000000_Erin_Burnett_OutFront/start/3180	MICHAEL COHEN: \"I WILL ALWAYS PROTECT MR. TRUMP\"\nNYT: TRUMP LAWYER TOLD ABOUT DEAL WITH. FORMER PLAYBOY MODEL ACCUSING TRUMP OF AFFAIR\nNYT: IN 2O15, COHEN HELPED BROKER THE HANDING...
2018-02-20 00:55:00	BBCNEWS	11	BBCNEWS_20180220_003000_HARDtalk/start/1500	bbc.co.uklhardtalk\nTuesday
2018-02-20 00:55:00	CNNW	42	CNNW_20180220_000000_Erin_Burnett_OutFront/start/3300	NYT: TRUMP LAWYER TOLD ABOUT DEAL WITH. FORMER PLAYBOY MODEL ACCUSING TRUMP OF AFFAIR
2018-02-20 00:56:00	BBCNEWS	17	BBCNEWS_20180220_003000_HARDtalk/start/1560	\ufb02-Plgmoulh J. A\\ >'n TuesdayO5:OO -
2018-02-20 00:58:00	CNNW	62	CNNW_20180220_000000_Erin_Burnett_OutFront/start/3480	WHY TRUMP CAN'T QUIT OPRAH
2018-02-20 00:59:00	FOXNEWSW	22	FOXNEWSW_20180220_000000_The_Story_With_Martha_MacCallum/start/3540	:MEMBERING FLORIDA SHOOTING VICTIMS. . f'hn ufn-n-n- \u201dIf
2018-02-20 01:01:00	BBCNEWS	3	BBCNEWS_20180220_010000_Newsday/start/60	NEWSDAV
2018-02-20 01:01:00	CNNW	62	CNNW_20180220_010000_Anderson_Cooper_360/start/60	ALL ABOUT HIMSELF
2018-02-20 01:03:00	BBCNEWS	18	BBCNEWS_20180220_010000_Newsday/start/180	Newsmv I\nnewsnav I\nFLORIDA SHOOTING. Group of survivors announce march on Washington\nMICHAEL NUTTER. Former Mayor of Philadelphia
2018-02-20 01:04:00	FOXNEWSW	45	FOXNEWSW_20180220_010000_Tucker_Carlson_Tonight/start/240	IRITICS CALL TRUMP AUTHORITARIAN\n_. IRITICS CALL TRUMP AUTHORITARIAN \\
2018-02-20 01:04:00	MSNBCW	34	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/240	4 '. . v. . ,. AMI-. gTI-II: nllccmuc
2018-02-20 01:05:00	BBCNEWS	10	BBCNEWS_20180220_010000_Newsday/start/300	RUSSIAN DOPING SCANDAL. Alexander Krushelnitsky won bronze medal in curling\nNEWSDAV mG\nRUSSIAN DOPING SCANDAL. Sample believed to show traces of drug meldonium\nNEWSDAV
2018-02-20 01:06:00	MSNBCW	28	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/360	TRUMP SPARES RUSSIA FROM CRITICISM IN ANGRY TWEETSTORM\nPAUL BUTLER | FMR. FEDERAL PROSECUTOR
2018-02-20 01:07:00	BBCNEWS	16	BBCNEWS_20180220_010000_Newsday/start/420	CHINA TERRACOTTA THUMB THIEF. Call {O' severe penalky for man who stole statue's \ufb01nger\nINDONESIA VOLCANO ERUPTS. Mount Sinubung spews 7km ash cloud into the air
2018-02-20 01:08:00	BBCNEWS	3	BBCNEWS_20180220_010000_Newsday/start/480	NEWSDAV
2018-02-20 01:08:00	CNNW	14	CNNW_20180220_010000_Anderson_Cooper_360/start/480	ALL ABOUT HIMSELF\nPRES. TRUMP USES FLORIDA MASSACRE TO A'ITACK MUELLER PROBE. . Josh Campbell Former FBI Supervisory Special Agent\nPRES. TRUMP USES...
2018-02-20 01:08:00	MSNBCW	34	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/480	TRUMP SPARES RUSSIA FROM CRITICISM IN ANGRY TWEETSTORM\nFMR. ASSISTANT SPECIAL. JILL WINE'BANKS WATFPGATF pposrcump\nFMR. ASSISTANT SPECIAL. JILL WINE'BANKS WATFPGATF ppmrcumn
2018-02-20 01:10:00	CNNW	26	CNNW_20180220_010000_Anderson_Cooper_360/start/600	PRES. TRUMP USES FLORIDA MASSACRE TO AHACK MUELLER PROBE\nPRES. TRUMP USES FLORIDA MASSACRE TO A'ITACK MUELLER PROBE. . Philip Mudd OW Counterterrorism Analyst\nPRES. TRUMP USES FLORIDA...
2018-02-20 01:10:00	MSNBCW	47	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/600	TRUMP SPARES RUSSIA FROM CRITICISM IN ANGRY TWEETSTORM\nPAUL BUTLER | FMR. FEDERAL PROSECUTOR
2018-02-20 01:11:00	CNNW	45	CNNW_20180220_010000_Anderson_Cooper_360/start/660	PRES. TRUMP FALSELY CLAIMS HE NEVER DISPUTED. RUSSIAN INTERFERENCE, ONLY \"COLLUSION\"\nPRES. TRUMP USES FLORIDA MASSACRE TO A1TACK MUELLER PROBE\nPRES. TRUMP USES FLORIDA MASSACRE TO A'ITACK MUELLER PROBE. . Kirsten Powers...
2018-02-20 01:12:00	CNNW	62	CNNW_20180220_010000_Anderson_Cooper_360/start/720	PRES. TRUMP FALSELY CLAIMS HE NEVER DISPUTED. RUSSIAN INTERFERENCE, ONLY \"COLLUSION\
2018-02-20 01:12:00	MSNBCW	51	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/720	TRUMP SPARES RUSSIA FROM CRITICISM IN ANGRY TWEETSTORM
2018-02-20 01:13:00	MSNBCW	46	MSNBCW_20180220_010000_All_In_With_Chris_Hayes/start/780	TRUMP SPARES RUSSIA FROM CRITICISM IN ANGRY TWEETSTORM\nADAM DAVIDSON l EL\u00e9TFVVRY'EE\u00e9'm
2018-02-20 01:14:00	BBCNEWS	8	BBCNEWS_20180220_010000_Newsday/start/840	CAREER BUILDING BLOCKS
2018-02-20 01:14:00	FOXNEWSW	30	FOXNEWSW_20180220_010000_Tucker_Carlson_Tonight/start/840	JCKER TAKES ON FMR SCHUMER AIDE
2018-02-20 01:15:00	CNNW	18	CNNW_20180220_010000_Anderson_Cooper_360/start/900	I vvv .14.: wvn l. . FROM RELIGION. foundation www.FFRF.org\nFROM RELIGION RON REAGAN. . foundation. . A
2018-02-20 01:17:00	CNNW	53	CNNW_20180220_010000_Anderson_Cooper_360/start/1020	PRES. TRUMP FALSELY CLAIMS HE NEVER DISPUTED. RUSSIAN INTERFERENCE, ONLY \"COLLUSION\
