date_time_(UTC)	channel	duration	https://archive.org/details/	text
2018-02-04 00:06:00	MSNBCW	38	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/360	INTEL COMMUNITY AND DEMS CALL GOP MEMO MISLEADING\nMEMO WRI'ITEN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT\nMEMO WRI'I'I'EN TO PROVE DOSSIER WAS BASIS...
2018-02-04 00:07:00	BBCNEWS	10	BBCNEWS_20180204_000000_BBC_News/start/420	SYRIA AIRSTRIKE. Russia claims a 'counter-attack killed 3O militants'\nSVHIA AIRSTRIKE. Pilot killed and thought to be captured by rebels\nSYRIA AIRSTRIKE. Twitter videos show an explosion and a plane in...
2018-02-04 00:07:00	FOXNEWSW	24	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/420	NO SIGNS OF PROGRESS ON DACA DEBATE. AS MARCH 5TH DEADLINE DRAWS CLOSER. . W\ufb01\nRELEASE OF DECLASSIFIED GOP MEMO REIGNITES. PARTISAN FIGHTING OVER RUSSIA INVESTIGATION. . NW\u201c\nNO SIGNS OF PROGRESS ON DACA DEBATE....
2018-02-04 00:07:00	MSNBCW	29	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/420	MEMO WRI'ITEN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT\nMEMO WRI'I'I'EN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT
2018-02-04 00:09:00	BBCNEWS	8	BBCNEWS_20180204_000000_BBC_News/start/540	mission comes first. The American people come first? I\nRepublican DEVIN NUNES. Chairman, House Intelligence Committee\nO PM J Mb 1O18
2018-02-04 00:09:00	FOXNEWSW	16	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/540	MEMO: MCCABE TESTIFIED NO FISA APPLICATION. WOULD HAVE BEEN \"SOUGHT\" WITHOUT DOSSIER. . W\ufb01\nMEMO: FISA APPLICATIONS WERE SOUGHT BY COMEY,. :CABE; SIGNED OFF ON BY YATES, BOENTE, ROSENSTEIN. . W\ufb01\nECLASSIFIED NUNES MEMO...
2018-02-04 00:10:00	BBCNEWS	14	BBCNEWS_20180204_000000_BBC_News/start/600	PALESTINE SHOOTING. Palestinian youth shot dead in clashes with Israeli army
2018-02-04 00:10:00	FOXNEWSW	20	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/600	REPORT: TRUMP BELIEVES MEMO CAN HELP HIM. )NVINCE PUBLIC THAT RUSSIA PROBE IS A \"WITCH HUNT'I. . W\ufb01\nINES MEMO OMITS FACT THAT CARTER PAGE HAD BEEN ON. Bl' S RADAR FOR INTERACTIONS W/ RUSSIANS SINCE 2O13. . W\ufb01\nREPORT: TRUMP BELIEVES...
2018-02-04 00:10:00	MSNBCW	51	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/600	CARTER PAGE WAS TARGETED BY RUSSIAN SPY RING IN 2O13
2018-02-04 00:11:00	BBCNEWS	21	BBCNEWS_20180204_000000_BBC_News/start/660	CORSICA DEMONSTRATIONS. Thousands rally for more autonomy from France\nUS NUCLEAR WEAPONS PLANS. Moscow denounces US nuclear capability plans\nPALESTINE SHOOTING. Palestinian youth shot dead in clashes with...
2018-02-04 00:12:00	FOXNEWSW	15	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/720	b ALEXI MCCAMMOND l AXIOS DEPUTY NEWS EDITOR I. . CONGRESS SEEKS FUNDING DEAL AHEAD. nl: THI Ipanv-c CHI rrnnwm nFAnl INF\nNO SIGNS OF PROGRESS ON DACA DEBATE. AS MARCH 5TH DEADLINE DRAWS CLOSER. . W\ufb01\nI\u00bb ALEXI MCCAMMOND l AXIOS DEPUTY NEWS EDITOR I. ....
2018-02-04 00:12:00	MSNBCW	32	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/720	GOP MEMO RELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:13:00	BBCNEWS	11	BBCNEWS_20180204_000000_BBC_News/start/780	HARVEY WEINSTEIN ALLEGATIONS. Actress Uma Thurman has also detailed her allegations\nHARVEY WEINSTEIN ALLEGATIONS. Thurman tells media Weinstein assaulted her in London\nHARVEY WEINSTEIN ALLEGATIONS. Thurman says \ufb01lm...
2018-02-04 00:13:00	FOXNEWSW	26	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/780	CONGRESS FACES LOOMING DEADLINES. ON DACA FIX, GOVERNMENT FUNDING. . im\ufb01\ufb02\nCONGRESS FACES LOOMING DEADLINES. ON DACA FIX, GOVERNMENT FUNDING. . W\ufb01\nRegistered Voters Jan. 21 -23. +I- 3% pts.
2018-02-04 00:14:00	BBCNEWS	13	BBCNEWS_20180204_000000_BBC_News/start/840	HARVEY WEINSTEIN ALLEGATIONS. 5O other women across the world have made claims\nHARVEY WEINSTEIN ALLEGATIONS. Weinstein denies all allegations of non-consensual sex\nLADY GAGA CANCELS TOUR
2018-02-04 00:14:00	MSNBCW	40	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/840	HOUSE INTEL CHAIR NUNES PUSHED DEBUNKED. ANTI-TRUMP SURVEILLANCE SCANDALS\nGOP MEMO RELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:16:00	BBCNEWS	10	BBCNEWS_20180204_000000_BBC_News/start/960	NORTH KOREA PARADE. Parade on day before PyeongChang opening ceremonies\nRUSSIAN JET DOWNED\nPAUL FRENCH. Author, North Korea: State of Paranoia\nNORTH KOREA PARADE. North Korea to hold military parade ahead...
2018-02-04 00:16:00	MSNBCW	17	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/960	SURVEILLANCE WARRANT ON FMR. TRUMP ADVISER RENEWED 3 TIMES\nMEMO WRI'ITEN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT\nSURVElLLANCE WARRANT ON FMR. TRUMP ADVISER...
2018-02-04 00:17:00	BBCNEWS	10	BBCNEWS_20180204_000000_BBC_News/start/1020	NORTH KOREA PARADE. Winter Olympics to begin nexr Friday on 9th February\nNORTH KOREA PARADE. Parade to celebrate founding of Korean People's Party\nNORTH KOREA PARADE. There are concerns that parade could...
2018-02-04 00:17:00	MSNBCW	33	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1020	MEMO WRITTEN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT\nMEMO WRI'ITEN TO PROVE DOSSIER WAS BASIS OF. RUSSIA INVESTIGATION ACTUALLY DISPROVES THAT
2018-02-04 00:18:00	FOXNEWSW	15	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1080	TREY GOWDY LATEST REPUBLICAN CONGRESSMAN. TO ANNOUNCE HE WILL NOT SEEK REELECTION. . W\ufb01\n1 GOP SEATS UP FOR GRABS THIS NOVEMBER I\nMORE REPUBLICANS RETIRING. FROM CONGRESS THAN DEMOCRATS. . W\ufb01
2018-02-04 00:19:00	BBCNEWS	54	BBCNEWS_20180204_000000_BBC_News/start/1140	LADY GAGA CANCELS TOUR. Last leg of tour is dropped due to singer's \ufb01bromyalgia\nBILLY MANSELL. Fibromyalgia Campaigner
2018-02-04 00:19:00	FOXNEWSW	15	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1140	TREY GOWDY LATEST REPUBLICAN CONGRESSMAN. TO ANNOUNCE HE WILL NOT SEEK REELECTION. . m\ufb01\ufb02\nSCANDALS, TRUMP' S POLL NUMBERS AND TERM LIMITS ON. ITE CHAIRMANSHIPS PROMPTING MORE REPUBLICANS TO RETIRE. . W\ufb01\n1 GOP SEATS UP FOR...
2018-02-04 00:20:00	MSNBCW	37	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1200	CHRISTOPHER STEELE DISCOVERED TRUMP-RUSSIA. CONNECTIONS. BROUGHT HIS WORK TO FBI
2018-02-04 00:23:00	BBCNEWS	12	BBCNEWS_20180204_000000_BBC_News/start/1380	i \\. ' 4\u201c) \\ 'I. . If\
2018-02-04 00:23:00	MSNBCW	11	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1380	GOP MEMO RELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:25:00	BBCNEWS	9	BBCNEWS_20180204_000000_BBC_News/start/1500	ance performances.\n.._ -..- ..__ - mug. W with the royal palace.
2018-02-04 00:25:00	FOXNEWSW	12	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1500	HAWAII ALERT WORKER SAYS HE. COULDN'T HEAR DRILL ANNOUNCEMENT. . m1 \ufb02\n{IZONA MAN WHO SOLD AMMUNITION TO LAS VEGAS. lASSACRE SHOOTER CHARGED WITH A FEDERAL CRIME. . W\ufb01
2018-02-04 00:27:00	CNNW	8	CNNW_20180204_000000_The_Axe_Files/start/1620	g; cancercenter.com/experts\nDramatization'
2018-02-04 00:27:00	FOXNEWSW	40	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1620	AMMO SELLER SAYS HE DIDN' T NOTICE. ANYTHING UNUSUAL ABOUT STEPHEN PADDOCK. . W\ufb01\nBUSINESSES, SCHOOLS AND PLACES OF. WORSHIP SEEK OUT ACTIVE SHOOTER TRAINING. . W\ufb01\n{IZONA MAN WHO SOLD AMMUNITION TO LAS VEGAS '....
2018-02-04 00:27:00	MSNBCW	18	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1620	ROO-GRR-17OR
2018-02-04 00:28:00	FOXNEWSW	48	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1680	BUSINESSES, SCHOOLS AND PLACES OF. WORSHIP SEEK OUT ACTIVE SHOOTER TRAINING. . W\ufb01
2018-02-04 00:29:00	BBCNEWS	43	BBCNEWS_20180204_000000_BBC_News/start/1740	ARREST AFTER ITALY SHOOTINGS
2018-02-04 00:29:00	MSNBCW	62	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1740	GOP MEMO RELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:30:00	CNNW	4	CNNW_20180204_000000_The_Axe_Files/start/1800	#axefiles
2018-02-04 00:30:00	FOXNEWSW	16	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1800	REQUESTS FOR TRAINING COME AS. SHOOTINGS RISE NATIONWIDE. . W\ufb01
2018-02-04 00:30:00	MSNBCW	28	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1800	DEMOCRATWANT THEIR REBUTTAL MEMO RELEASED\nGOP MEMO RELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:32:00	FOXNEWSW	7	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/1920	Prescription Only.
2018-02-04 00:32:00	MSNBCW	62	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1920	INTEL COMMUNITY AND DEMS CALL GOP MEMO MISLEADING
2018-02-04 00:33:00	MSNBCW	38	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/1980	INTEL COMMUNITY AND DEMS CALL GOP MEMO MISLEADING\nAFI'ER WEEKS OF HYPE, NUNES MEMO A DUD
2018-02-04 00:34:00	CNNW	8	CNNW_20180204_000000_The_Axe_Files/start/2040	#axefiles\n#axefiles For more of the conversation go to itunes.comlaxefiles
2018-02-04 00:34:00	FOXNEWSW	13	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2040	ECLASSIFIED NUNES MEMO DIVIDES WASHINGTON I. . m\nLearn more at greatcall'com\nJULIE BANDERAS
2018-02-04 00:34:00	MSNBCW	30	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2040	AFI'ER WEEKS OF HYPE, NUNES MEMO A DUD\nAFI'ER was OF HYPE, NUNES MEMO A DUD
2018-02-04 00:36:00	FOXNEWSW	27	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2160	HOUSE INTELLIGENCE COMMITTEE MAJORITY. JANUARY 1 8\n)USE INTEL COMMI'ITEE CHAIRMAN DEVIN NUNES (R-CA):. 'USTICE DEPT \"UNWILLING\" TO ADMIT IT HAS A PROBLEM. . W\ufb01
2018-02-04 00:37:00	FOXNEWSW	33	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2220	REPUBLICANS, DEMOCRATS AT ODDS OVER. RELEVANCE OF DECLASSIFIED NUNES MEMO. . W\ufb02\nREPUBLICANS, DEMOCRATS AT ODDS OVER. RELEVANCE OF DECLASSIFIED NUNES MEMO. . ml \ufb02
2018-02-04 00:37:00	MSNBCW	3	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2220	Ask vnur doctor for more information, or call 1,844,X|
2018-02-04 00:39:00	FOXNEWSW	21	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2340	RUMP TOUTS RELEASE OF DECLASSIFIED GOP MEMO,. AYS IT \"TOTALLY VINDICATES\" HIM IN RUSSIA PROBE. . rum\u2014q\nRELEASE OF DECLASSIFIED GOP MEMO REIGNITES. PARTISAN FIGHTING OVER RUSSIA INVESTIGATION. . TIM\u201c\nPa PAUL MITCHELL R-Ml l HOUSE...
2018-02-04 00:39:00	MSNBCW	34	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2340	TRUMP ON CONFIDENCE IN ROSENSTEIN:. \"YOU FIGURE THAT ONE OUT\"\nGOP MEMO RELEASED DESPITE FBI OBJECTIONS\nGOP MEMOTQELEASED DESPITE FBI OBJECTIONS
2018-02-04 00:40:00	FOXNEWSW	14	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2400	MEMO: STEELE TOLD DOJ OFFICIAL HE WAS. \"DESPERATE THAT TRUMP NOT GET ELECTED\". . W\ufb01\nMEMO: FISA APPLICATIONS WERE SOUGHT BY COMEY,. :CABE; SIGNED OFF ON BY YATES, BOENTE, ROSENSTEIN. . W\ufb01\nIx- BOB GOODLA'I'TE R-VA I...
2018-02-04 00:41:00	CNNW	11	CNNW_20180204_000000_The_Axe_Files/start/2460	yz3andMe'com\naUNUAY. FEB 11. . 9 ET/ PT
2018-02-04 00:41:00	MSNBCW	48	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2460	INTEL\u2014COMMUNITY WARNS GOP MEMO. COULD COMPROMISE SOURCES AND METHODS\nTRUMP ON CONFIDENCE IN ROSENSTEIN:. \"YOU FIGURE THAT ONE OUT\
2018-02-04 00:42:00	FOXNEWSW	8	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2520	STERDAY: TRUMP TOLD PRESS TO \"FIGURE OUT\" WHETHER. EMO INCREASED POSSIBILITY OF HIM FIRING ROSENSTEIN. . W\ufb01\nREPORT: TRUMP BELIEVES MEMO CAN GIVE HIM. JUSTIFICATION TO FIRE DEPUTY AG ROSENSTEIN. . W\ufb01\nINES MEMO OMITS FACT THAT CARTER PAGE HAD...
2018-02-04 00:43:00	MSNBCW	43	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2580	TRUMP ON CONFIDENCE IN ROSENSTEIN:. \"YOU FIGURE THAT ONE OUT\"\nCHUCK ROSENBERG | FMR. FBI COUNSEL
2018-02-04 00:44:00	MSNBCW	16	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2640	TRUMP ON CONFIDENCE IN ROSENSTEIN:. \"YOU FIGURE THAT ONE OUT\
2018-02-04 00:45:00	CNNW	7	CNNW_20180204_000000_The_Axe_Files/start/2700	#axef iiii
2018-02-04 00:45:00	FOXNEWSW	11	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2700	1-8OO-4-LIBERTY. VISIT A LOCAL OFFICE
2018-02-04 00:48:00	FOXNEWSW	29	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2880	PROTESTERS RALLY OUTSIDE CA ICE OFFICE. OVER UNDOCUMENTED WORKER CRACKDOWN. . W\ufb01\nSTUBHUB: FANS SPENDING AN AVERAGE. OF $6,122 FOR SUPER BOWL LII TICKET. . W\ufb01
2018-02-04 00:48:00	MSNBCW	26	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2880	TRUMP ON CONFIDENCE IN ROSENSTEIN:. \"YOU FIGURE THAT ONE OUT\"\nWILL TRUMP USE MEMO TO FIRE JUSTICE DEPT. OFFICIALS?
2018-02-04 00:49:00	FOXNEWSW	36	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/2940	ITERACTIVE THEME PARK \"SUPER BOWL EXPERIENCE\". INCLUDES NFL-THEMED GAMES AND ACTIVITIES. . W\ufb01\nITERACTIVE THEME PARK \"SUPER BOWL EXPERIENCE\". INCLUDES NFL-THEMED GAMES AND ACTIVITIES. . m\ufb01\ufb01\nITERACTIVE THEME PARK \"SUPER BOWL...
2018-02-04 00:49:00	MSNBCW	51	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/2940	WILL TRUMP USE MEMO TO FIRE JUSTICE DEPT. OFFICIALS?
2018-02-04 00:52:00	FOXNEWSW	7	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/3120	ERS' WORLD tonightspet M
2018-02-04 00:54:00	FOXNEWSW	14	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/3240	ARCHAEOLOGISTS IN EGYPT UNVEIL NEWLY. DISCOVERED TOMB DATING BACK OVER 4OOO YEARS. . W\ufb01\nETPET WAS A PRIESTESS TO THE GODDESS OF FERTILITY. WHO ASSISTED WOMEN IN CHILDBIRTH. . [Im\ufb01'
2018-02-04 00:54:00	MSNBCW	36	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/3240	op'u\ufb01rax 1 -8OO-581 -6482 o
2018-02-04 00:57:00	MSNBCW	21	MSNBCW_20180204_000000_The_Rachel_Maddow_Show/start/3420	TRUMP APPOINTEE BOENTE SIGNED OFF ON FISA WARRANT
2018-02-04 00:58:00	FOXNEWSW	27	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/3480	1-888-757-6842 PaiamaGram.nnm/tv2O\n1-888-757-6842 PaiamaGram.mm/tv2O
2018-02-04 00:59:00	FOXNEWSW	10	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/3540	NOWMOBILE STUNT IN MINNEAPOLIS I
2018-02-04 01:00:00	CNNW	30	CNNW_20180204_000000_The_Axe_Files/start/3600	TRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME\n#axefiles For more of the conversation go to itunes.comlaxefiles\nAna Cabrera. @AnaCabrera\nCable News Network. A TimeWarner Company....
2018-02-04 01:00:00	FOXNEWSW	22	FOXNEWSW_20180204_000000_Fox_Report_Saturday/start/3600	'RUMP: MEMO \u201d OTALLY VINDICATES\u201d ME I\nGOP MEMO RELEASED
2018-02-04 01:01:00	MSNBCW	48	MSNBCW_20180204_010000_The_Last_Word_With_Lawrence_ODonnell/start/60	NUNES TONIGHT: HINTS MORE MEMOS COMING
2018-02-04 01:02:00	CNNW	40	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/120	TRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME\nPAUL RYAN: MEMO DOES NOT IMPUGN RUSSIA INVESTIGATION. . Rep. Paul Ryan (R) House Speaker\nPAUL RYAN: MEMO DOES NOT IMPUGN RUSSIA...
2018-02-04 01:02:00	FOXNEWSW	54	FOXNEWSW_20180204_010000_Watters_World/start/120	ONALD TRUMP JR. ON BOMBSHELL MEMO
2018-02-04 01:03:00	CNNW	24	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/180	TRUMP ON POSSIBILITY OF FIRING ROSENSTEIN: FIGURE IT OUT\nPAUL RYAN: MEMO DOES NOT IMPUGN RUSSIA INVESTIGATION. . Boris Sanchez OW White House Correspondent\nWH: NO CHANGES AT JUSTICE DEPT; WE...
2018-02-04 01:04:00	CNNW	37	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/240	WH: NO CHANGES AT JUSTICE DEPT; WE EXPECT ROSENSTEIN TO STAY\nMEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN\nWH: NO CHANGES AT JUSTICE DEPT; WE EXPECT ROSENSTEIN TO STAY. . Raj Shah White...
2018-02-04 01:05:00	BBCNEWS	15	BBCNEWS_20180204_010000_BBC_News/start/300	DAKAR EDUCATION CONFERENCE. 2.3m dollars pledged lo fund third world education\nHARVEV WEINSTEIN ALLEGATIONS. Allegations against \ufb01lm producer made last November\nHARVEY WEINSTEIN ALLEGATIONS. Nine women have...
2018-02-04 01:05:00	CNNW	45	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/300	MEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN. . Elizabeth Foley Constitutional Law Professor, FIU\nMEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN
2018-02-04 01:07:00	BBCNEWS	4	BBCNEWS_20180204_010000_BBC_News/start/420	PAUL FRENCH. Author, North Korea: State of Paranoia
2018-02-04 01:07:00	CNNW	51	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/420	MEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN\nMEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN. . Elizabeth Foley Constitutional Law Professor, FIU
2018-02-04 01:07:00	FOXNEWSW	29	FOXNEWSW_20180204_010000_Watters_World/start/420	'RUMP: MEMO \u201d OTALLY VINDICATES\u201d ME I
2018-02-04 01:08:00	CNNW	51	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/480	MEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN. . Elizabeth Foley Constitutional Law Professor, FIU\nMEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN
2018-02-04 01:09:00	FOXNEWSW	32	FOXNEWSW_20180204_010000_Watters_World/start/540	ONALD TRUMP JR. ON BOMBSHELL MEMO\nEMOCRATS SIT DURING PRESIDENT'S SOTU ADDRESS I. . ll! ll! IA
2018-02-04 01:10:00	BBCNEWS	4	BBCNEWS_20180204_010000_BBC_News/start/600	EAMONN FORDE. Music business journalist
2018-02-04 01:10:00	CNNW	37	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/600	MEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN. . Samantha Vinograd Fmr Sr. Adviser to National Security Adviser\nTRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME\nMEMO: WARRANT OBTAINED AFTER CARTER PAGE LEFT CAMPAIGN
2018-02-04 01:10:00	FOXNEWSW	43	FOXNEWSW_20180204_010000_Watters_World/start/600	EMOCRATS SIT DURING PRESIDENT'S SOTU ADDRESS\nEMOCRATS SIT DURING PRESIDENT'S SOTU ADDRESS i. . IA'nI-I-nnn' 'I'Anl'l
2018-02-04 01:10:00	MSNBCW	34	MSNBCW_20180204_010000_The_Last_Word_With_Lawrence_ODonnell/start/600	AMID BACKLASH TO RELEASED MEMO, NUNES. SAYS HE'S CONTINUING TO INVESTIGATE GOV'T\nNUNES ADMITS \"I DIDN'T\" READ UNDERLYING EVIDENCE
2018-02-04 01:11:00	CNNW	62	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/660	TRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME. . . . Ryan Lizza CJ\\N Political Analyst
2018-02-04 01:11:00	FOXNEWSW	62	FOXNEWSW_20180204_010000_Watters_World/start/660	EMOCRATS SIT DURING PRESIDENT'S SOTU ADDRESS I. . IA'nI-I-nnn' Illa-dd
2018-02-04 01:11:00	MSNBCW	56	MSNBCW_20180204_010000_The_Last_Word_With_Lawrence_ODonnell/start/660	AMID BACKLASH TO RELEASED MEMO, NUNES. SAYS HE'S CONTINUING TO INVESTIGATE GOV'T\nEUGENE ROBINSON ' POLITIIEEEANALYST
2018-02-04 01:13:00	BBCNEWS	4	BBCNEWS_20180204_010000_BBC_News/start/780	JEREMY COHBYN MP. Labour Leader
2018-02-04 01:13:00	CNNW	40	CNNW_20180204_010000_CNN_Newsroom_With_Ana_Cabrera/start/780	TRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME. . . . Samantha Vinoqrad CJ\\I\\| National Security Analyst\nTRUMP: THIS MEMO \"TOTALLY VINDICATES\" ME
2018-02-04 01:13:00	FOXNEWSW	24	FOXNEWSW_20180204_010000_Watters_World/start/780	OOKING AHEAD TO 2O18 MIDTERMS\nMIINMIIII'I'H UNIVERSITY. JANUARY 28-3O, 2O18. +/- 3.5 PERCENT\nRASMUSSEN REPORTS. FEBRUARY 2, 2O18
2018-02-04 01:13:00	MSNBCW	41	MSNBCW_20180204_010000_The_Last_Word_With_Lawrence_ODonnell/start/780	WAPO: FISA COURT TOLD ABOUT POLITICAL NATURE OF INTEL\nAMID BACKLASH TO RELEASED MEMO, NUNES. SAYS HE'S CONTINUING TO INVESTIGATE GOV'T\nDAVID CORN I MOTHER JONES\nWASH POST: COURT THAT...
