date_time_(UTC)	channel	duration	https://archive.org/details/	text
2018-01-27 00:04:00	MSNBCW	17	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/240	SOURCE: WH COUNSEL THREATENED TO RESIGN. OVER TRUMP'S A1TEMPT TO FIRE MUELLER
2018-01-27 00:05:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/300	later,\
2018-01-27 00:05:00	CNNW	49	CNNW_20180127_000000_Erin_Burnett_OutFront/start/300	TRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. AND QUESTIONS ABOUT POSSIBLE OBSTRUCTION OF JUSTICE\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. AND QUESTIONS ABOUT HIS PATI'ERN OF PRESSURING OFFICIALS
2018-01-27 00:05:00	MSNBCW	30	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/300	SOURCE: WH COUNSEL THREATENED TO RESIGN. OVER TRUMP\u2019S A1'I'EMPT TO FIRE MUELLER\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE
2018-01-27 00:06:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/360	later,\
2018-01-27 00:06:00	FOXNEWSW	20	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/360	OLD MEDAL GYMNAST ON ABUSE WITHIN SPORT 7,:\nOLD MEDAL GYMNAST ON ABUSE WITHIN SPORT 7;\nt\u00bb DOMINIQUE MOCEANU I OLYMPIC GOLD MEDALIST. . GOLD MEDAL GYMNAST DOMINIQUE MOCEANU. uvc...
2018-01-27 00:07:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/420	later,\
2018-01-27 00:07:00	CNNW	39	CNNW_20180127_000000_Erin_Burnett_OutFront/start/420	TRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. . Tim Naftali Former Director, Nixon Presidential Library\nTRUMP RETURNS TO WHITE...
2018-01-27 00:07:00	FOXNEWSW	25	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/420	OLD MEDAL GYMNAST ON ABUSE WITHIN SPORT 7;,\nOLD MEDAL GYMNAST ON ABUSE WITHIN SPORT. . \\ 'l'hn\ufb02tnww\ufb02f'nvn aura nnm \\\nOLD MEDAL GYMNAST ON ABUSE WITHIN SPORT 7;
2018-01-27 00:07:00	MSNBCW	62	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/420	SOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE
2018-01-27 00:08:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/480	later,\
2018-01-27 00:09:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/540	later,\
2018-01-27 00:09:00	CNNW	35	CNNW_20180127_000000_Erin_Burnett_OutFront/start/540	TRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. . April Rvan WH Correspondent, American Urban Radio Networks\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL
2018-01-27 00:09:00	FOXNEWSW	17	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/540	GOLD MEDAL GYMNAST DOMINIQUE MOCEANU. WEIGHS IN ON SEXUAL ABUSE SCANDAL. . 'T'hn\ufb02tnww\ufb02f'nvn aura nnm \\\nGOLD MEDAL GYMNAST DOMINIQUE MOCEANU. WEIGHS IN ON SEXUAL ABUSE SCANDAL. . W'hn\ufb02i'nww\ufb02f'nvn nun: nnm \\\nGOLD MEDAL GYMNAST...
2018-01-27 00:09:00	MSNBCW	21	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/540	SOURCE: WH COUNSEL THREATENED TO RESIGN. OVER TRUMP\u2019S ATI'EMPT TO FIRE MUELLER\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE
2018-01-27 00:10:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/600	later,\
2018-01-27 00:11:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/660	later,\
2018-01-27 00:11:00	CNNW	45	CNNW_20180127_000000_Erin_Burnett_OutFront/start/660	TRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. AND QUESTIONS ABOUT POSSIBLE OBSTRUCTION OF JUSTICE\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. . Michael Zeldin Former Special Assistant to Robert Mueller
2018-01-27 00:11:00	FOXNEWSW	26	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/660	iA GYMNASTICS ROCKED BY ALLEGATIONS OF ABUSE T;\n:W FALLOUT FROM LARRY NASSAR' S SEXUAL ABUSE. . \\ 'l'thtnn-w\ufb02f'nvn aura nnm \\\n:VV FALLOUT FROM LARRY NASSAR' S SEXUAL ABUSE. . \\...
2018-01-27 00:11:00	MSNBCW	36	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/660	KRISTOL: STORY COMING OUT NOW MAY MEAN. TRUMP IS AGAIN CONSIDERING FIRING MUELLER\nPAUL BUTLER I FORMER PROSECUTOR
2018-01-27 00:13:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/780	later,\
2018-01-27 00:13:00	MSNBCW	62	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/780	HANNITY ACCUSES NYT OF \"TRYING TO DISTRACT YOU\". BEFORE AIRING \"SHOCKING VIDEO\" OF A CAR CRASH
2018-01-27 00:14:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/840	later,\
2018-01-27 00:14:00	FOXNEWSW	20	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/840	DR GETS UP TO 175 YEARS IN PRISON. FOR\\ SEXUALLY ABUSING YOUNG GIRLS. . 'l'hn\ufb02tnww\ufb02f'nvn aura nnm \\
2018-01-27 00:14:00	MSNBCW	17	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/840	HANNITY ACCUSES NYT OF \"TRYING TO DISTRACT YOU\". BEFORE AIRING \"SHOCKING VIDEO\" OF A CAR CRASH\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE
2018-01-27 00:16:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/960	later,\
2018-01-27 00:16:00	FOXNEWSW	6	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/960	1-8OO-4-LIBERTY. VISIT A LOCAL OFFICE
2018-01-27 00:16:00	MSNBCW	21	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/960	TRUMP TOUTS PARTY LOYALTY AFTER NEWS. THAT HE ORDERED MUELLER FIRING LAST JUNE
2018-01-27 00:17:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1020	later,\
2018-01-27 00:18:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1080	later,\
2018-01-27 00:18:00	CNNW	43	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1080	TRUMP SPEAKS TO REPORTERS AMID REVELATION HE ORDERED MUELLER FIRING\nSOURCE: FEARS TRUMP WILL DIRECT ANGER AT WH COUNSEL. AFI'ER DETAILS HE REFUSED TO FIRE MUELLER MADE PUBLIC
2018-01-27 00:19:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1140	later,\
2018-01-27 00:19:00	CNNW	62	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1140	SOURCE: FEARS TRUMP WILL DIRECT ANGER AT WH COUNSEL. AFI'ER DETAILS HE REFUSED TO FIRE MUELLER MADE PUBLIC
2018-01-27 00:19:00	FOXNEWSW	12	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1140	1UMP PUSHES \"AMERICA FIRST\" MESSAGE AT DAVOS
2018-01-27 00:20:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1200	later,\
2018-01-27 00:20:00	MSNBCW	8	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1200	RUDDY: I THINK TRUMP IS CONSIDERING FIRING MUELLER\nCOMEY: I BELIEVE I WAS FIRED TO CHANGE THE WAY. THE RUSSIA INVESTIGATION WAS BEING CONDUCTED\nJAMES COMEY [ FORMER FBI DIRECTOR
2018-01-27 00:21:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1260	later,\
2018-01-27 00:21:00	CNNW	32	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1260	SOURCE: WH COUNSEL DON MCGAHN REFUSED TO FIRE MUELLER\nSOURCE: WH COUNSEL DON MCGAHN REFUSED TO FIRE MUELLER. . Jamil Jaf'fer Fmr. Associate Counsel to Pres. George W. Bush\nSOURCE: FEARS...
2018-01-27 00:22:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1320	later,\
2018-01-27 00:22:00	FOXNEWSW	8	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1320	EACTION TO TRUMP' S DAVOS SPEECH. . \\ f'hn ufn-nvru rifh Mir\n'UMP TOUTS BOOMING ECONOMY IN DAVOS. . \\ f'hn ufn-nrru \"wk lair
2018-01-27 00:22:00	MSNBCW	54	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1320	SOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE
2018-01-27 00:23:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1380	later,\
2018-01-27 00:23:00	CNNW	30	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1380	SOURCE: FEARS TRUMP WILL DIRECT HIS ANGER AT WH COUNSEL\nSOURCE: FEARS TRUMP WILL DIRECT HIS ANGER AT WH COUNSEL. . Jamil Jaffer Fmr. DOJ Counsel to the Assistant Attorney General\nSOURCE:...
2018-01-27 00:23:00	MSNBCW	29	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1380	SOURCE: WH COUNSEL THREATENED TO RESIGN. OVER TRUMP\u2019S A1TEMPT TO FIRE MUELLER\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE\nJONATHAN SWAN | AXIOS
2018-01-27 00:24:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1440	later,\
2018-01-27 00:24:00	FOXNEWSW	19	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1440	PRESIDENT TRUMP TO DELIVER FIRST. STATE\\ OF THE UNION ADDRESS NEXT WEEK. . 'l'hn\ufb02i'nww\ufb02f'nvn aura nnm \\\nSUSAN RICE WARNS AGAINST. POLITICAL DIVISIVENESS IN NEW OP- ED. . 'T'hn\ufb02tnww\ufb02f'nvn aura nnm \\
2018-01-27 00:25:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1500	later,\
2018-01-27 00:25:00	CNNW	21	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1500	SOURCE: FEARS TRUMP WILL DIRECT HIS ANGER AT WH COUNSEL. . Jamil Jaffer Fmr. Associate Counsel to Pres. George W. Bush\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL\nSOURCE: FEARS TRUMP WILL DIRECT HIS ANGER AT WH COUNSEL\nSOURCE: FEARS TRUMP WILL...
2018-01-27 00:25:00	MSNBCW	24	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1500	TWEETS SHOW RUSSIA PROBE CLEARLY ON TRUMP'S MIND IN JUNE\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE\nbefore the 2O16 Election. were meddlina, why no a\nJONATHAN SWAN | AXIOS
2018-01-27 00:26:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1560	later,\
2018-01-27 00:26:00	MSNBCW	20	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1560	TRUMP: REPORTS I TRIED TO FIRE MUELLER \"FAKE NEWS\"\nSOURCE: TRUMP ORDERED FIRING OF SPECIAL COUNSEL IN JUNE\nWSJ: TRUMP LEGAL TEAM STUDYING COURT RULING. TO DELAY. LIMIT OR AVOID...
2018-01-27 00:27:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1620	later,\
2018-01-27 00:28:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1680	later,\
2018-01-27 00:28:00	MSNBCW	34	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1680	WSJ: TRUMP LEGAL TEAM STUDYING COURT RULING. TO DELAY. LIMIT OR AVOID INTERVIEW WITH MUELLER
2018-01-27 00:29:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1740	later,\
2018-01-27 00:29:00	CNNW	11	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1740	1-8OO-86O-4881
2018-01-27 00:30:00	BBCNEWS	4	BBCNEWS_20180127_000000_BBC_News/start/1800	later,\
2018-01-27 00:30:00	FOXNEWSW	21	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1800	)X SOURCE: TRUMP TALKED OUT OF AXING MUELLER I\nPRESIDENT TRUMP DISMISSES REPORT HE TRIED. TO FIRE ROBERT MUELLER AS \"FAKE NEWS\
2018-01-27 00:31:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/60	later,\
2018-01-27 00:31:00	CNNW	34	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1860	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER, FBI\nIGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Rep. Trev Gowdv (R) Judiciary Committee\nGOP PUSHES CONSPIRACY THEORIES...
2018-01-27 00:31:00	FOXNEWSW	15	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1860	GOP LAWMAKERS SAY NEW FBI TEXTS SHOW. \"FIX WAS IN\" FOR HILLARY CLINTON EMAIL PROBE
2018-01-27 00:32:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/120	later,\
2018-01-27 00:33:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/180	later,\
2018-01-27 00:33:00	CNNW	34	CNNW_20180127_000000_Erin_Burnett_OutFront/start/1980	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER, FBI\nTRUMP'S OWN JUSTICE DEPT. WARNS NUNES IT WOULD BE. \"RECKLESS\" TO RELEASE MEMO ALLEGING FBI ABUSE\nIGNORING FACTS GOP PUSHES THEORIES TO...
2018-01-27 00:33:00	FOXNEWSW	15	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/1980	)X SOURCE: TRUMP TALKED OUT OF AXING MUELLER. . \\ f'ha afn-rm- \u201dIf\nOX SOURCE: TRUMP DID NOT TELL MCGAHN TO FIRE. IUELLER, BUT DID DISCUSS POSSIBILITY OF DOING SO. . 'T'h thnnv\ufb02-f'nvn Ann: nnm\nl6\u201c...
2018-01-27 00:33:00	MSNBCW	16	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/1980	GOP PUSHES \"FISA ABUSE\" MEMO AS A \"BIG DEAL\
2018-01-27 00:34:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/240	later,\
2018-01-27 00:35:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/300	later,\
2018-01-27 00:35:00	CNNW	40	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2100	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER, FBI\nIGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Ben Ferguson Host of \"The Ben Ferguson Show\
2018-01-27 00:35:00	FOXNEWSW	17	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/2100	)X SOURCE: TRUMP TALKED OUT OF AXING MUELLER. . \\ 'l'hn\ufb02tnww\ufb02f'nvn aura nnm \\\nPRESIDENT TRUMP DISMISSES REPORT HE TRIED. TO FIRE ROBERT MUELLER AS \"FAKE NEWS\". . 'T'thtnn-w\ufb02f'nvn aura nnm \\\n)X SOURCE: TRUMP...
2018-01-27 00:35:00	MSNBCW	38	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2100	REP. NUNES CLAIMS TO HAVE MEMO SHOWING \"FISA ABUSE\"\nNUNES REFUSES TO TURN OVER \"FISA ABUSE\". MEMO TO SENATE INTELLIGENCE COMMITTEE\nDAVID CORN | MOTHER JONES
2018-01-27 00:36:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/360	later,\
2018-01-27 00:37:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/420	later,\
2018-01-27 00:37:00	CNNW	54	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2220	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Sallv Kohn Host, \"State of Resistance\" podcast\nIGNORING FACTS GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Sallv Kohn Host, \"State of Resistance\" podcast
2018-01-27 00:37:00	MSNBCW	28	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2220	NUNES REFUSES TO TURN OVER \"FISA ABUSE\". MEMO TO SENATE INTELLIGENCE COMMITTEE\nREP. NUNES CLAIMS TO HAVE MEMO SHOWING \"FISA ABUSE\"\nMEMO ALLEGEDLY SHOWS DOJ, FBI IMPROPERLY. CONDUCTING SURVEILLANCE IN RUSSIA-TRUMP...
2018-01-27 00:38:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/480	later,\
2018-01-27 00:38:00	MSNBCW	24	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2280	MEMO ALLEGEDLY SHOWS DOJ, FBI IMPROPERLY. CONDUCTING SURVEILLANCE IN RUSSIA-TRUMP PROBE
2018-01-27 00:39:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/540	later,\
2018-01-27 00:39:00	CNNW	56	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2340	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER, FBI\nIGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Ben Ferguson Host of \"The Ben Ferguson Show\u201c
2018-01-27 00:40:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/600	later,\
2018-01-27 00:41:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/660	later,\
2018-01-27 00:41:00	CNNW	14	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2460	IGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER FBI. . Ben Ferguson Host of \"The Ben Ferguson Show\u201c\nIGNORING FACTS, GOP PUSHES THEORIES TO DISCREDIT MUELLER, FBI
2018-01-27 00:42:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/720	later,\
2018-01-27 00:42:00	FOXNEWSW	28	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/2520	{UMP TOUTS NEW IMMIGRATION PLAN AT DAVOS. . :-\n{UMP TOUTS NEW IMMIGRATION PLAN AT DAVOS
2018-01-27 00:42:00	MSNBCW	15	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2520	JEB BUSH WARNS OF TRUMP\u2019S IMPACT ON 2O18 ELECTIONS
2018-01-27 00:43:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/780	later,\
2018-01-27 00:44:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/840	later,\
2018-01-27 00:44:00	FOXNEWSW	24	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/2640	lMIGRATION PLAN TAKING HEAT FROM DEMOCRATS\nH PROPOSES PATH TO CITIZENSHIP FOR I .8M ILLEGALS,. $25B FOR BORDER SECURITY & END TO VISA LOTTERY. . W\n'H IMMIGRATION PLAN WOULD...
2018-01-27 00:45:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/900	later,\
2018-01-27 00:45:00	CNNW	39	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2700	LAWMAKERS RAMP UP EFFORTS TO PROTECT MUELLER FROM TRUMP FIRING. . Sen. Richard Blumenthal (D) Judiciary Committee\nLAWMAKERS RAMP UP EFFORTS TO PROTECT MUELLER FROM TRUMP FIRING
2018-01-27 00:45:00	MSNBCW	30	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2700	JEB BUSH URGES 2O18 GOP CANDIDATES TO. FOCUS ON JOB GROWTH AND TAX REFORM\nSABRINA SIDDIQUI | THE GUARDIAN\nJEB BUSH WARNS OF TRUMP\u2019S IMPACT ON 2O18 ELECTIONS
2018-01-27 00:46:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/960	later,\
2018-01-27 00:46:00	FOXNEWSW	15	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/2760	.UMP'S NEW IMMIGRATION PLAN SPARKING DEBATE. . r n\n'H IMMIGRATION PLAN WOULD ALLOW PATHWAY TO. CITIZENSHIP FOR NEARLY 2 MILLION ILLEGALS. . W
2018-01-27 00:47:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1020	later,\
2018-01-27 00:47:00	CNNW	34	CNNW_20180127_000000_Erin_Burnett_OutFront/start/2820	TRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL. . Sen. Richard Blumenthal (D) Judiciary Committee\nTRUMP RETURNS TO WHITE HOUSE AMID MUELLER BOMBSHELL
2018-01-27 00:47:00	MSNBCW	24	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2820	JEB BUSH URGES 2O18 CANDIDATES TO STEER. CLEAR OF \"\\NEDGE ISSUE\" OF IMMIGRATION\nMAYOR PETE BU'I'I'IGIEG I (D) SOUTH BEND, IN
2018-01-27 00:48:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1080	later,\
2018-01-27 00:49:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1140	later,\
2018-01-27 00:49:00	MSNBCW	23	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/2940	TRUMP TALKS DAVOS, IGNORES MUELLER QUESTIONS. UPON ARRIVAL AT WHITE HOUSE
2018-01-27 00:50:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1200	later,\
2018-01-27 00:51:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1260	later,\
2018-01-27 00:52:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1320	later,\
2018-01-27 00:52:00	MSNBCW	34	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/3120	r\u2014TELL ME SOMETHING\n=TELL ME SOMETHING. I DON'T KNOW
2018-01-27 00:53:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1380	later,\
2018-01-27 00:53:00	CNNW	7	CNNW_20180127_000000_Erin_Burnett_OutFront/start/3180	*Terms and conditions apply' gay
2018-01-27 00:54:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1440	later,\
2018-01-27 00:54:00	FOXNEWSW	30	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/3240	ENDING THE OPIOID EMERGENCY. . . . :-\nENDING THE OPIOID EMERGENCY T;
2018-01-27 00:54:00	MSNBCW	6	MSNBCW_20180127_000000_Hardball_With_Chris_Matthews/start/3240	uuuuuuuuuuuu. . amazon
2018-01-27 00:55:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1500	later,\
2018-01-27 00:55:00	CNNW	29	CNNW_20180127_000000_Erin_Burnett_OutFront/start/3300	BILLY GRAHAM'S GRANDDAUGHTER SPEAKS OUT AGAINST. EVANGELICALS GIVING TRUMP A \"PASS\" FOR HIS BEHAVIOR\nBILLY GRAHAM'S GRANDDAUGHTER ON TRUMP'S ALLEGED AFFAIR. . Tonv Perkins President, Family Research Council\nBILLY GRAHAM'S GRANDDAUGHTER...
2018-01-27 00:55:00	FOXNEWSW	20	FOXNEWSW_20180127_000000_The_Story_With_Martha_MacCallum/start/3300	DEM MEMBER OF TRUMP OPIOID COMMISSION SLAMS. FORT AS 'SHAM' DUE TO LACK OF FUNDING & PROGRESS > A. . W
2018-01-27 00:56:00	CNNW	41	CNNW_20180127_000000_Erin_Burnett_OutFront/start/3360	BILLY GRAHAM'S GRANDDAUGHTER ON TRUMP'S ALLEGED AFFAIR. . Jerushah Armfield Rev. Billy Graham's Granddaughter\nBILLY GRAHAM'S GRANDDAUGHTER SPEAKS OUT AGAINST. EVANGELICALS GIVING TRUMP A \"PASS\" FOR HIS BEHAVIOR
2018-01-27 00:57:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1620	later,\
2018-01-27 00:58:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1680	later,\
2018-01-27 00:59:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1740	later,\
2018-01-27 01:00:00	BBCNEWS	4	BBCNEWS_20180127_003000_Inside_Out/start/1800	later,\
2018-01-27 01:01:00	BBCNEWS	4	BBCNEWS_20180127_010000_BBC_News/start/60	later,\
2018-01-27 01:01:00	CNNW	62	CNNW_20180127_010000_Anderson_Cooper_360/start/60	APPETITE FOR OBSTRUCTION?
