date_time_(UTC)	channel	duration	https://archive.org/details/	text
2018-02-12 00:25:00	CNNW	37	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/1500	SOURCE: TRUMP \"THINKS HE CAN WORK THIS,\" WANTS TO TALK TO MUELLER\nSOURCE: TRUMP \"THINKS HE CAN WORK THIS,\" WANTS TO TALK TO MUELLER. . Kim Wehle Professor of Law, University of Baltimore\nSOURCE: TRUMP...
2018-02-12 00:25:00	MSNBCW	23	MSNBCW_20180212_000000_Kasie_DC/start/1500	W ONE-ON-ONE WITH SEN. JAMES LANKFORD\nW SEN. LANKFORD: SENATE INTELLIGENCE. ' ; COMMITTEE WANTS TO PUT OUT BIPARTISAN REPORT
2018-02-12 00:26:00	BBCNEWS	13	BBCNEWS_20180212_000000_Newsday/start/1560	E'Plymoum. , a Monday O6:OO
2018-02-12 00:26:00	CNNW	22	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/1560	BERNSTEIN ON TRUMP'S \"INCESSANT, COMPULSIVE, CONTINUAL LYING\". . Tim Naftali Ci\\i\\i Presidential Historian\nBERNSTEIN ON TRUMP'S \"INCESSANT, COMPULSIVE, CONTINUAL LYING\"\nBERNSTEIN: \"NO REASON TO BELlEVE ALMOST ANYTHING TRUMP...
2018-02-12 00:28:00	CNNW	26	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/1680	BERNSTEIN: \u201cNO REASON TO BELIEVE ALMOST ANYTHING TRUMP SAYS\". . Tim Naftali OW Presidential Historian\nNO SURVIVORS FROM AIRLINER CRASH NEAR MOSCOW\nBERNSTEIN: \"NO REASON TO BELlEVE ALMOST ANYTHING TRUMP SAYS\u201c
2018-02-12 00:28:00	FOXNEWSW	11	FOXNEWSW_20180212_000000_Scandalous/start/1680	1-888-757-6842 PaiamaGram.nnm/tv2O
2018-02-12 00:29:00	FOXNEWSW	18	FOXNEWSW_20180212_000000_Scandalous/start/1740	1-888-757-6842 PaiamaGram.nnm/tv2O\n1-888-757-6842 PaiamaGram.mm/tv2O
2018-02-12 00:30:00	BBCNEWS	3	BBCNEWS_20180212_000000_Newsday/start/1800	NEWSDAV
2018-02-12 00:31:00	FOXNEWSW	13	FOXNEWSW_20180212_000000_Scandalous/start/1860	I2 DEMOCRATS DEMAND ANSWERS FROM WHITE HOUSE. LOUT WHEN OFFICIALS KNEW OF ROB PORTER ALLEGATIONS. . kl EWC LIN\nTHREE PEOPLE KILLED, FOUR INJURED IN. TOUR HELICOPTER CRASH AT THE GRAND CANYON. . mm MIMIC LIN\nRUSSIAN PLANE CRASHES SHORTLY AFTER....
2018-02-12 00:31:00	MSNBCW	32	MSNBCW_20180212_000000_Kasie_DC/start/1860	W THE DOUBLE-EDGED SWORD OF BIPARTISANSHIP\nW SEN. RAND PAUL | (R) KENTUCKY
2018-02-12 00:32:00	BBCNEWS	5	BBCNEWS_20180212_003000_HARDtalk/start/120	ANDREW PEEK. US Deputy Assistant Secretary for Near East Affairs
2018-02-12 00:32:00	CNNW	7	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/1920	1-8OO-831-37OO mesobook.com. . Mesothelioma Book
2018-02-12 00:33:00	CNNW	27	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/1980	NO SURVIVORS FROM AIRLINER CRASH NEAR MOSCOW\nU.S. SPECIAL FORCES FIGHTING ON SYRIA'S FRONTLINES
2018-02-12 00:33:00	MSNBCW	27	MSNBCW_20180212_000000_Kasie_DC/start/1980	W' THE FISCAL HAWK: AN ENDANGERED SPECIES?\nW THE FISCAL HAWK: AN ENDANGERED SPECIES?\nW 2O1O: A DEBT ODYSSEY
2018-02-12 00:35:00	BBCNEWS	14	BBCNEWS_20180212_003000_HARDtalk/start/300	@BBCHARDtaIk
2018-02-12 00:35:00	CNNW	56	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2100	U.S. SPECIAL FORCES FIGHTING ON SYRIA'S FRONTLINES\nU.S. SPECIAL FORCES FIGHTING ON SYRIA'S FRONTLINES. Lt. Gen. Paul Funk U.S. Commander, Anti\u2014ISIS Coalition
2018-02-12 00:35:00	MSNBCW	25	MSNBCW_20180212_000000_Kasie_DC/start/2100	7W THE FISCAL HAWK: AN ENDANGERED SPECIES?\nW THE FISCAL HAWK: AN ENDANGERED SPECIES?
2018-02-12 00:37:00	CNNW	30	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2220	U.S. SPECIAL FORCES FIGHTING ON SYRIA'S FRONTLINES\nGOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION FRAMEWORK
2018-02-12 00:38:00	FOXNEWSW	11	FOXNEWSW_20180212_000000_Scandalous/start/2280	Drop18Now.com
2018-02-12 00:39:00	MSNBCW	27	MSNBCW_20180212_000000_Kasie_DC/start/2340	W so YOU'RE TELLING ME THERE'S A CHANCE\nw? WHYREPUBLICANSVOTED FORMASSIVE SPENDING INCREASE\nJULIAN CASTRO
2018-02-12 00:40:00	MSNBCW	10	MSNBCW_20180212_000000_Kasie_DC/start/2400	W so YOU'RE TELLING ME THERE'S A CHANCE
2018-02-12 00:42:00	CNNW	36	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2520	GOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL. . Sen. James Lankford (R) Oklahoma\nGOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL
2018-02-12 00:43:00	CNNW	35	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2580	GOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL. . Sen. James Lankford (R) Intelligence Committee\nGOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL
2018-02-12 00:44:00	CNNW	28	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2640	GOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL\nGOP SENATORS INTRODUCE VERSION OF WH IMMIGRATION PROPOSAL. . Sen. James Lankford (R) Intelligence Committee\nONLY 21 DAYS UNTIL DACA...
2018-02-12 00:44:00	FOXNEWSW	8	FOXNEWSW_20180212_000000_Scandalous/start/2640	m toniaht 9P et M\nesuronce.com | 1-8OO-ESURANCE. . Allstate products are not available through Esuronce
2018-02-12 00:44:00	MSNBCW	51	MSNBCW_20180212_000000_Kasie_DC/start/2640	W ONE-ON-ONE WITH FMR. SECY. JULIAN CASTRO\n77W ONE-ON-ONE WITH FMR. secv. JULIAN CASTRO
2018-02-12 00:46:00	CNNW	27	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2760	TRUMP BLOCKS RELEASE OF DEM MEMO, SENDS IT BACK. . Sen. James Lankford (R) Oklahoma\nTRUMP BLOCKS RELEASE OF DEM MEMO, SENDS IT BACK. . Sen. James Lankford (R) Intelligence Committee\nTRUMP BLOCKS RELEASE OF DEM MEMO,...
2018-02-12 00:46:00	MSNBCW	39	MSNBCW_20180212_000000_Kasie_DC/start/2760	W CASTRO: WE SHOULD PUSH FOR MEDICARE FOR ALL\nW ONE-ON-ONE WITH FMR. SECY. JULIAN CASTRO
2018-02-12 00:47:00	CNNW	31	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2820	ROB PORTER'S EX: \"ALLEGATION\" IMPLIES THAT I AM A LIAR\nROB PORTER'S EX: \"ALLEGATION\" IMPLIES THAT I AM A LIAR. . Sen. James Lankford (R) Intelligence Committee
2018-02-12 00:48:00	MSNBCW	29	MSNBCW_20180212_000000_Kasie_DC/start/2880	W CASTRO: NEXT DEMOCRATIC NOMINEE WILL. HOPEFULLY BE A POSITIVE REACTION TO TRUMP\nW JULIAN CASTRO PREVIEWS 2O2O PRESIDENTIAL ELECTION
2018-02-12 00:49:00	CNNW	35	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/2940	AMID DUELING MEMOS, LARGER QUESTION LOOMS FOR WHITE HOUSE\nAMID DUELING MEMOS, LARGER QUESTION LOOMS FOR WHITE HOUSE. . Sen. James Lankford (R) Oklahoma\nROYAL COUPLE REVEALS NEW WEDDING...
2018-02-12 00:50:00	CNNW	9	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/3000	ENDS FEBRUARY 2O\nROYAL COUPLE REVEALS NEW WEDDING DETAILS
2018-02-12 00:50:00	MSNBCW	14	MSNBCW_20180212_000000_Kasie_DC/start/3000	W JULIAN CASTRO PREVIEWS 2O2O PRESIDENTIAL ELECTION
2018-02-12 00:51:00	MSNBCW	5	MSNBCW_20180212_000000_Kasie_DC/start/3060	Available by prescription only. Results may vary.
2018-02-12 00:53:00	CNNW	8	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/3180	fqriiGHT. ET/PT
2018-02-12 00:53:00	MSNBCW	7	MSNBCW_20180212_000000_Kasie_DC/start/3180	experian.comlfreescan\nACCORDING TO THE 3O2O17 KEVSTAT CONNECT\u201d FURNITURE REPORT (INDEPENDENT RES'
2018-02-12 00:54:00	CNNW	21	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/3240	PRINCE HARRY AND MEGHAN TO TIE THE KNOT AT 7AM/ET ON MAY 19\nROYAL COUPLE REVEALS PROCESSION ROUTE THROUGH LONDON. . . . Ends at St. George's Hall at Windsor Castle
2018-02-12 00:54:00	MSNBCW	47	MSNBCW_20180212_000000_Kasie_DC/start/3240	W ROMNEY RIDES AGAIN
2018-02-12 00:55:00	CNNW	26	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/3300	ROYAL COUPLE REVEALS PROCESSION ROUTE THROUGH LONDON. . . . Ends at St. George's Hall at Windsor Castle\nPRINCE HARRY AND MEGHAN TO TIE THE KNOT AT 7AM/ET ON MAY 19
2018-02-12 00:56:00	CNNW	31	CNNW_20180212_000000_CNN_Newsroom_With_Ana_Cabrera/start/3360	PRINCE HARRY AND MEGHAN TO TIE THE KNOT AT 7AM/ET ON MAY 19\nPRINCE HARRY AND MEGHAN TO TIE THE KNOT AT 7AM/ET ON MAY 19. . Max Foster OW Royal Correspondent
2018-02-12 00:56:00	MSNBCW	37	MSNBCW_20180212_000000_Kasie_DC/start/3360	1W SEN. HATCH: \"| DON'TWANTSOME DUD TO REPLACE ME\
2018-02-12 00:58:00	MSNBCW	27	MSNBCW_20180212_000000_Kasie_DC/start/3480	W SEN. HATCH: \"I DON'T WANT SOME DUD TO REPLACE ME\"\n1W SEN. HATCH: \"| DON'TWANTSOME DUD TO REPLACE ME\
2018-02-12 01:00:00	MSNBCW	37	MSNBCW_20180212_000000_Kasie_DC/start/3600	1W SEN. HATCH: \"| DON'TWANTSOME DUD TO REPLACE ME\
2018-02-12 01:01:00	CNNW	51	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/60	THE PRESIDENT'S DEFENSE OF AN ACCUSED ABUSER\nTHE PRESIDENT'S DEFENSE OF AN ACCUSED ABUSER. . ABC \"This Week\
2018-02-12 01:01:00	FOXNEWSW	5	FOXNEWSW_20180212_010000_Scandalous/start/60	Narrated by Bruce McGill
2018-02-12 01:03:00	BBCNEWS	3	BBCNEWS_20180212_010000_Newsday/start/180	General HADI TJAHJANTO. Commander-in-Chief
2018-02-12 01:03:00	MSNBCW	47	MSNBCW_20180212_000000_Kasie_DC/start/3780	W WH AIDES SAY TRUMP NOT LOOKING TO REPLACE KELLY\nW DOMESTIC ABUSE ALLEGATIONS ROCK THE WEST WING
2018-02-12 01:04:00	CNNW	49	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/240	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Carrie Sheffield Conservative Commentator\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES
2018-02-12 01:05:00	BBCNEWS	9	BBCNEWS_20180212_010000_Newsday/start/300	NEWSDAV
2018-02-12 01:05:00	MSNBCW	47	MSNBCW_20180212_000000_Kasie_DC/start/3900	THE WHITE HOUSE PRESS OFFICE'S. SHIFI'ING STORY ON ROB PORTER
2018-02-12 01:06:00	CNNW	36	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/360	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. Tara Setmayer Board Director, \"Stand Up Republic\"\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmayer CJ\\N Political...
2018-02-12 01:08:00	BBCNEWS	15	BBCNEWS_20180212_010000_Newsday/start/480	NEW YORK STATE SUES WEINSTEIN COMPANY. Prosecutors allege the company tailed to protect staff\nASMA JAHANGIR DIES. Pakistani activist renowned for human rights work\nTONGA DECLARES STATE OF EMERGENCY. Category 4-strength Cyclone...
2018-02-12 01:09:00	BBCNEWS	20	BBCNEWS_20180212_010000_Newsday/start/540	ANGELA MEHKEL COALITION DEAL. German Chancellor talks about 'painful concessions'\nLONDON CITY AIRPORT CLOSED. Unexploded WWII bomb uncovered during works\nTONGA DECLARES STATE OF EMERGENCY. Category 4-strength Cyclone...
2018-02-12 01:09:00	CNNW	55	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/540	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Caitlin Huey\u2014Burns National Political Reporter, RealClearPolitics\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES
2018-02-12 01:09:00	MSNBCW	36	MSNBCW_20180212_000000_Kasie_DC/start/4140	HOPE HICKS THRUST INTO SPOTLIGHT. FOLLOWING PORTER RESIGNATION\nW WHERE IN THE WORLD IS MIKE PENCE?
2018-02-12 01:10:00	BBCNEWS	3	BBCNEWS_20180212_010000_Newsday/start/600	NEWSDAV
2018-02-12 01:10:00	CNNW	43	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/600	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Carrie Sheffield Conservative Commentator\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES
2018-02-12 01:10:00	MSNBCW	13	MSNBCW_20180212_000000_Kasie_DC/start/4200	WHERE IN THE WORLD IS MIKE PENCE?\nWW WHERE IN THE WORLD IS MIKE PENCE?\nW WHERE IN THE WORLD IS MIKE PENCE?
2018-02-12 01:12:00	BBCNEWS	3	BBCNEWS_20180212_010000_Newsday/start/720	INTER-KOREAN RELATIONS. North Korean leader's sister has left South Korea
2018-02-12 01:12:00	CNNW	55	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/720	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmaver CJ\\N Political Commentator\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES
2018-02-12 01:12:00	MSNBCW	28	MSNBCW_20180212_000000_Kasie_DC/start/4320	TRUMP 8: PENCE SEND MIXED. SIGNALS ON PORTER ALLEGATIONS\nTRUMP & PENCE SEND MIXED. SIGNALS ON PORTER ALLEGATIONS
2018-02-12 01:13:00	BBCNEWS	13	BBCNEWS_20180212_010000_Newsday/start/780	INTER-KOREAN RELATIONS. Kim Yo-iong's visit to Pyeongchang hailed as PH victory\nINTER-KOREAN RELATIONS. NK leader's sister attended concert wi'h SK President\nINTER-KOREAN RELATIONS. Comes as SK President is invited...
2018-02-12 01:13:00	CNNW	27	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/780	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmayer Board Director, \"Stand Up Republic\"\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmaver CJ\\N Political Commentator\nTRUMP DEFENDS AIDE ACCUSED OF BEATING...
2018-02-12 01:13:00	FOXNEWSW	4	FOXNEWSW_20180212_010000_Scandalous/start/780	Stephen Bates. . MR ASSOCIATE INDEPENDENT COUNSEL
2018-02-12 01:14:00	BBCNEWS	11	BBCNEWS_20180212_010000_Newsday/start/840	INTER-KOREAN RELATIONS. Comes as SK President is invited to North for talks\nINTER-KOREAN RELATIONS. NK leader\u2019s sister attended concen with SK President\nINTER-KOREAN RELATIONS. Kim Yo-iong's visit to...
2018-02-12 01:14:00	CNNW	45	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/840	TRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Caitlin Huey\u2014Burns National Political Reporter, RealClearPolitics\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmaver OW Political...
2018-02-12 01:15:00	MSNBCW	5	MSNBCW_20180212_000000_Kasie_DC/start/4500	ENDS FEBRUARY 2O
2018-02-12 01:16:00	BBCNEWS	29	BBCNEWS_20180212_010000_Newsday/start/960	PAPUA MALNUTRITION
2018-02-12 01:16:00	CNNW	21	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/960	PENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES\nTRUMP DEFENDS AIDE ACCUSED OF BEATING HIS EX-WIVES. . Tara Setmaver OW Political...
2018-02-12 01:17:00	BBCNEWS	5	BBCNEWS_20180212_010000_Newsday/start/1020	NEWSDAV
2018-02-12 01:20:00	BBCNEWS	3	BBCNEWS_20180212_010000_Newsday/start/1200	WIN MYAT AYE. Myanmar Minister for Social Welfare
2018-02-12 01:20:00	CNNW	12	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/1200	nnnnnnnnnnnnnnnnn. . pAmHWST NEXT\nPENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK
2018-02-12 01:20:00	MSNBCW	33	MSNBCW_20180212_000000_Kasie_DC/start/4800	PEREZ: \"I THINK WE'VE BEEN. FIGHTING THROUGHOUT\" ON DACA\n7W ONE-ON-ONE WITH DNC CHAIR TOM PEREZ
2018-02-12 01:21:00	BBCNEWS	3	BBCNEWS_20180212_010000_Newsday/start/1260	NEWSDAV
2018-02-12 01:21:00	CNNW	47	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/1260	PENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK\nPENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK. . Josh Rogin CJ\\N Political Analyst
2018-02-12 01:22:00	MSNBCW	22	MSNBCW_20180212_000000_Kasie_DC/start/4920	PEREZ: TRUMP HAS PUT FORTH. \"MANY PROPOSALS\" ON IMMIGRATION\nW DNC CHAIR TOM PEREZ WEIGHS IN ON GOVT. SHUTDOWN
2018-02-12 01:23:00	CNNW	50	CNNW_20180212_010000_CNN_Newsroom_With_Ana_Cabrera/start/1380	PENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK. . Josh Rogin Columnist, Washington Post\nPENCE TO NORTH KOREA: IF YOU WANT TO TALK, WE'LL TALK
